mls,address,bld_sft,lot_sft,price,zip
85611075,"1218 Wrightwood Street, Houston, TX 77009",1889.0,5000.0,480000.0,77009
12459307,"1119 W Gardner Street, Houston, TX 77009",1004.0,5000.0,479900.0,77009
81506980,"1620 Northwood Street, Houston, TX 77009",2308.0,2511.0,479700.0,77009
26194442,"1614 Northwood Street, Houston, TX 77009",2293.0,2504.0,479700.0,77009
54242974,"1612 Northwood Street, Houston, TX 77009",2308.0,2511.0,479700.0,77009
5418138,"615 Kelley St Street, Houston, TX 77009",1683.0,10600.0,479000.0,77009
37838297,"517 Eleanor Street, Houston, TX 77009",2500.0,7950.0,475000.0,77009
93787543,"305 Carl Street, Houston, TX 77009",1622.0,10000.0,475000.0,77009
27764134,"889 Usener Street, Houston, TX 77009",1569.0,1059.0,474995.0,77009
57198422,"1119 E 27th Street, Houston, TX 77009",2186.0,2500.0,470000.0,77009
84820374,"2820 Princeton Street, Houston, TX 77009",2708.0,1715.0,470000.0,77009
17250683,"1121 E 27th Street, Houston, TX 77009",2186.0,2500.0,470000.0,77009
78745100,"926 Robbie Street, Houston, TX 77009",1287.0,4100.0,468000.0,77009
4549337,"4418 Elser Street, Houston, TX 77009",1909.0,6820.0,468000.0,77009
51449414,"1618 Northwood Street, Houston, TX 77009",2293.0,2504.0,464700.0,77009
39118797,"710 Louise Street, Houston, TX 77009",2642.0,1849.0,462700.0,77009
440635,"1608 Northwood Street, Houston, TX 77009",2108.0,2511.0,461700.0,77009
34063391,"1107 Winston Street, Houston, TX 77009",852.0,5000.0,459900.0,77009
72500122,"1616 Northwood Street, Houston, TX 77009",2108.0,2511.0,459700.0,77009
79236426,"706 Louise Street, Houston, TX 77009",2642.0,1849.0,459700.0,77009
28494829,"1411 Malvern Street, Houston, TX 77009",1905.0,6250.0,459000.0,77009
26615416,"708 Louise Street, Houston, TX 77009",2642.0,1500.0,454700.0,77009
15257370,"0 North Freeway, Houston, TX 77009",0.0,0,450000.0,77009
25776233,"1717 Freeman Street, Houston, TX 77009",1280.0,7500.0,450000.0,77009
60618595,"623 Mazal Lane, Houston, TX 77009",2130.0,1400.0,449990.0,77009
55619588,"2710 Link Road, Houston, TX 77009",2359.0,2209.0,449000.0,77009
22527746,"1809 Chestnut Street, Houston, TX 77009",1691.0,5000.0,445000.0,77009
70650463,"619 Mazal Lane, Houston, TX 77009",2130.0,1400.0,439990.0,77009
74954287,"601 Gale Street, Houston, TX 77009",1728.0,7950.0,435000.0,77009
92031725,"210 Archer Street, Houston, TX 77009",1001.0,5000.0,435000.0,77009
52274539,"611 Mathis Street, Houston, TX 77009",1676.0,5000.0,435000.0,77009
5538686,"401 Walton Street, Houston, TX 77009",2112.0,5000.0,434900.0,77009
13394615,"1301 MORRIS, Houston, TX 77009",2468.0,10000.0,430000.0,77009
58671742,"1110 James Street, Houston, TX 77009",1528.0,5000.0,430000.0,77009
53836708,"1305 Idylwild Street, Houston, TX 77009",1466.0,6660.0,429500.0,77009
60056485,"609 Boundary Street, Houston, TX 77009",1685.0,5000.0,429500.0,77009
18933729,"1105 E 27th Street B, Houston, TX 77009",2359.0,2168.0,429000.0,77009
41835068,"110 Amundsen Street, Houston, TX 77009",2006.0,5000.0,425000.0,77009
67086991,"915 E 27th Street, Houston, TX 77009",1769.0,6000.0,425000.0,77009
10043822,"4212 Averill Street, Houston, TX 77009",1354.0,5500.0,425000.0,77009
83822625,"1710 Mckee Street, Houston, TX 77009",1800.0,4557.0,423500.0,77009
67098989,"1039 W Cavalcade Street, Houston, TX 77009",1224.0,5000.0,420000.0,77009
2860261,"213 E Woodland Street, Houston, TX 77009",816.0,5031.0,420000.0,77009
47098142,"5211 Gano, Houston, TX 77009",1904.0,2500.0,419900.0,77009
46021854,"4803 Elser Street, Houston, TX 77009",1860.0,5500.0,419000.0,77009
50954539,"223 Frawley Street, Houston, TX 77009",2300.0,2600.0,419000.0,77009
88841403,"904 E 14th Street, Houston, TX 77009",912.0,4635.0,415000.0,77009
50382071,"3011 Houston Avenue A, Houston, TX 77009",2402.0,1575.0,414900.0,77009
76670860,"713 E 26th Street, Houston, TX 77009",852.0,6000.0,410000.0,77009
88736741,"0 Gargan, Houston, TX 77009",0.0,0,409900.0,77009
84978423,"910 Coronado Street, Houston, TX 77009",1088.0,2500.0,405000.0,77009
39469647,"108 Cosmos Street, Houston, TX 77009",0.0,0,400000.0,77009
17469084,"1015 Brooks Street, Houston, TX 77009",1724.0,5000.0,400000.0,77009
34857707,"118 Redan Street, Houston, TX 77009",1321.0,6300.0,399999.0,77009
85881580,"1607 Chapman Street, Houston, TX 77009",2754.0,5000.0,399900.0,77009
44517102,"1504 Morris, Houston, TX 77009",1757.0,2000.0,399900.0,77009
10030179,"2520 Houston Avenue 703A, Houston, TX 77009",1157.0,0,399750.0,77009
21291693,"1424 Wrightwood Street, Houston, TX 77009",0.0,0,399000.0,77009
51706051,"600 Northwood Street A, Houston, TX 77009",2299.0,1476.0,399000.0,77009
38097425,"1721 Airline Drive, Houston, TX 77009",1224.0,6323.0,399000.0,77009
37225451,"807 Mcintosh Street, Houston, TX 77009",1480.0,6450.0,399000.0,77009
49160964,"507 Carl Street, Houston, TX 77009",1560.0,2558.0,399000.0,77009
3798854,"4607 Fisk Street, Houston, TX 77009",2052.0,11600.0,399000.0,77009
23175880,"1205 Armstead Street, Houston, TX 77009",1499.0,5250.0,395000.0,77009
58383752,"910 E 27th Street, Houston, TX 77009",921.0,6000.0,395000.0,77009
15838523,"1508 Morris, Houston, TX 77009",1757.0,2000.0,395000.0,77009
55117589,"831 E 26th Street, Houston, TX 77009",1248.0,6000.0,395000.0,77009
58278330,"2911 Hardy Street, Houston, TX 77009",1881.0,5000.0,395000.0,77009
97901896,"1506 Morris, Houston, TX 77009",1757.0,2000.0,394900.0,77009
70889082,"4508 Hardy Street B, Houston, TX 77009",1760.0,2500.0,394700.0,77009
71590838,"1006 Northwood Street, Houston, TX 77009",1100.0,5000.0,390000.0,77009
25072904,"602 Vincent Street, Houston, TX 77009",883.0,5000.0,390000.0,77009
23496147,"5510 Fulton Street, Houston, TX 77009",0.0,0,390000.0,77009
45028380,"4508 Hardy Street A, Houston, TX 77009",1760.0,2500.0,389900.0,77009
37062241,"1311 HAMBLEN B, Houston, TX 77009",2349.0,3125.0,389000.0,77009
33249878,"803 Vincent Street, Houston, TX 77009",1223.0,5000.0,379900.0,77009
61163593,"1511 Common Street, Houston, TX 77009",2004.0,4957.0,375000.0,77009
68799697,"908 Kelley Street, Houston, TX 77009",1585.0,5300.0,375000.0,77009
23286532,"1019 Robbie Street, Houston, TX 77009",1657.0,5500.0,375000.0,77009
84452750,"5409 Karcher Street, Houston, TX 77009",1684.0,5980.0,375000.0,77009
60543339,"1027 Kern Street B, Houston, TX 77009",1720.0,2300.0,374900.0,77009
68898166,"4219 Hardy Street, Houston, TX 77009",1440.0,9375.0,369900.0,77009
45590978,"709 LINK Road, Houston, TX 77009",1850.0,1800.0,364900.0,77009
2984492,"1410 Tabor Street, Houston, TX 77009",1086.0,5000.0,360000.0,77009
15400127,"502 Sue Street, Houston, TX 77009",1446.0,5300.0,360000.0,77009
44033895,"4812 Elysian Street, Houston, TX 77009",2356.0,1800.0,359990.0,77009
35633865,"711 Quitman Street, Houston, TX 77009",1052.0,4800.0,359900.0,77009
12390535,"1212 Pinckney Street, Houston, TX 77009",1319.0,10000.0,359000.0,77009
71018593,"1612 Chestnut Street, Houston, TX 77009",1672.0,5000.0,359000.0,77009
47795561,"110 GLEN PARK Street, Houston, TX 77009",1144.0,5000.0,358000.0,77009
68840303,"5608 Enid Street, Houston, TX 77009",880.0,7935.0,350000.0,77009
16467513,"602 Archer Street, Houston, TX 77009",975.0,3000.0,350000.0,77009
74722085,"2007 Cochran Street, Houston, TX 77009",984.0,5255.0,350000.0,77009
75803043,"905 Rein Street, Houston, TX 77009",0.0,0,350000.0,77009
42154229,"5604 Enid Street, Houston, TX 77009",806.0,10350.0,350000.0,77009
53523133,"824 Wilkes Street, Houston, TX 77009",840.0,6450.0,349999.0,77009
78621940,"5410 Karcher Street, Houston, TX 77009",1229.0,5200.0,349900.0,77009
55234326,"2112 Fulton Street, Houston, TX 77009",2422.0,7500.0,349900.0,77009
10536297,"1707 Gano Street, Houston, TX 77009",2048.0,7589.0,345000.0,77009
57380710,"726 Link Road Road, Houston, TX 77009",1845.0,1650.0,342500.0,77009
7715103,"501 B/C Cordell Street, Houston, TX 77009",0.0,0,340000.0,77009
45904293,"2824 Cetti Street, Houston, TX 77009",1466.0,5000.0,339000.0,77009
4005411,"1111 Caroline Street #2601, Houston, TX 77010",968.0,0,606000.0,77010
86401491,"0 Texas Street, Houston, TX 77011",0.0,0,1777777.0,77011
84207270,"202 S Lockwood Drive, Houston, TX 77011",0.0,0,1000000.0,77011
10324098,"4404 Garrow Street, Houston, TX 77011",5578.0,10402.0,799777.0,77011
97049817,"4601 Harrisburg Boulevard, Houston, TX 77011",0.0,0,795000.0,77011
83545753,"507,5500 Altic,/Texas Street, Houston, TX 77011",1216.0,11250.0,650000.0,77011
10760257,"12 Stiles Street, Houston, TX 77011",3400.0,6750.0,625000.0,77011
73779118,"0 Harrisburg Boulevard, Houston, TX 77011",0.0,0,625000.0,77011
54308192,"16 Clifton Street, Houston, TX 77011",3128.0,6500.0,625000.0,77011
67954485,"7149 Navigation Boulevard, Houston, TX 77011",0.0,0,575000.0,77011
37749215,"5008 Canal Street, Houston, TX 77011",0.0,0,500000.0,77011
45130463,"4701 Sherman Street, Houston, TX 77011",0.0,0,495000.0,77011
8211966,"7014 Avenue P, Houston, TX 77011",3287.0,5000.0,465000.0,77011
5448699,"102 S Lockwood Drive, Houston, TX 77011",3180.0,5850.0,435000.0,77011
38155315,"204 Burr Street E, Houston, TX 77011",2235.0,1791.0,405000.0,77011
37670875,"7228 Avenue B, Houston, TX 77011",1290.0,10000.0,400000.0,77011
26095848,"4802 Sherman Street, Houston, TX 77011",2159.0,7700.0,400000.0,77011
4693617,"106 Clifton Street, Houston, TX 77011",1608.0,12000.0,399900.0,77011
26962650,"209 Burr Street A, Houston, TX 77011",2125.0,1700.0,399000.0,77011
4146150,"5110 Avenue H, Houston, TX 77011",792.0,1545.0,390000.0,77011
14202316,"6719 Avenue T, Houston, TX 77011",1660.0,5000.0,359000.0,77011
11521193,"6949 Avenue N, Houston, TX 77011",1130.0,5000.0,350000.0,77011
41611188,"5218 Sherman Street, Houston, TX 77011",3872.0,4500.0,350000.0,77011
65165171,"7048 Avenue N, Houston, TX 77011",2037.0,2500.0,349900.0,77011
16365769,"6734 Avenue P Unit C, Houston, TX 77011",1912.0,2500.0,349900.0,77011
59383722,"6616 Avenue O Unit B, Houston, TX 77011",1912.0,2500.0,349900.0,77011
93897297,"7050 Avenue N, Houston, TX 77011",2037.0,0,349900.0,77011
58191915,"6616 Avenue O Unit A, Houston, TX 77011",1912.0,2500.0,349900.0,77011
3330368,"7040 Avenue N, Houston, TX 77011",2037.0,2500.0,344900.0,77011
69191364,"7030 Avenue N, Houston, TX 77011",2037.0,2500.0,344900.0,77011
77603525,"6734 Avenue P unit B, Houston, TX 77011",1912.0,2500.0,344900.0,77011
68119790,"7042 Avenue N, Houston, TX 77011",2037.0,2500.0,339900.0,77011
77675470,"6734 Avenue P unit A, Houston, TX 77011",1912.0,2500.0,339900.0,77011
35053436,"7028 Avenue N, Houston, TX 77011",2037.0,2500.0,339900.0,77011
10243154,"7045 Avenue O, Houston, TX 77011",2427.0,5000.0,339900.0,77011
35433682,"4400 Canal Street, Houston, TX 77011",0.0,0,339000.0,77011
70784606,"7034 Avenue N, Houston, TX 77011",2037.0,2500.0,335000.0,77011
53345651,"7026 Avenue N, Houston, TX 77011",2037.0,2500.0,335000.0,77011
70381168,"307 N Stiles Street, Houston, TX 77011",1421.0,5000.0,329000.0,77011
7807842,"5000 Canal Street, Houston, TX 77011",1622.0,4700.0,320000.0,77011
4076572,"4605 Brady Street, Houston, TX 77011",0.0,0,315000.0,77011
17964221,"120 N Edgewood Street, Houston, TX 77011",896.0,5000.0,309500.0,77011
90400970,"7017 Sherman Street, Houston, TX 77011",2660.0,5500.0,300000.0,77011
22545598,"6801 Avenue K, Houston, TX 77011",0.0,0,300000.0,77011
15496229,"7030 Avenue P, Houston, TX 77011",1300.0,5000.0,299900.0,77011
38611690,"203 Lockwood Drive, Houston, TX 77011",0.0,0,299000.0,77011
36257788,"6833 Avenue C, Houston, TX 77011",2270.0,5000.0,299000.0,77011
32047981,"6943 Sherman Street, Houston, TX 77011",1560.0,8250.0,290000.0,77011
86545977,"7042 Avenue Q, Houston, TX 77011",1752.0,5000.0,289000.0,77011
97027512,"6926 Avenue L, Houston, TX 77011",1320.0,5000.0,289000.0,77011
29042762,"6707 Avenue F #4, Houston, TX 77011",2724.0,5000.0,285000.0,77011
30683484,"6717 Avenue H, Houston, TX 77011",1804.0,5000.0,279500.0,77011
94820994,"6647 Avenue J, Houston, TX 77011",1558.0,5000.0,279000.0,77011
92307761,"129 N Maplewood Street, Houston, TX 77011",1468.0,4870.0,275000.0,77011
15825917,"0 N 71st Street, Houston, TX 77011",0.0,0,275000.0,77011
59960574,"7437 Walker Street, Houston, TX 77011",1388.0,5000.0,269900.0,77011
63516119,"109 Adams Street, Houston, TX 77011",1963.0,6238.0,265000.0,77011
67927305,"403 Cowling Street, Houston, TX 77011",2304.0,6875.0,259000.0,77011
97067429,"908 N Cesar Chavez Boulevard, Houston, TX 77011",0.0,0,250000.0,77011
25043240,"304 S 74th Street, Houston, TX 77011",1558.0,5000.0,249900.0,77011
95588780,"5407 Lindsay Lane, Houston, TX 77011",1259.0,3306.0,242000.0,77011
14373587,"7312 & 7314 Navigation Boulevard, Houston, TX 77011",1384.0,2500.0,240000.0,77011
29447535,"1605 W Hedrick Street, Houston, TX 77011",1068.0,5650.0,240000.0,77011
35767649,"7410 Dallas Street, Houston, TX 77011",942.0,5478.0,239999.0,77011
90923484,"6835 Avenue Q, Houston, TX 77011",968.0,5000.0,239900.0,77011
94570412,"6713 Avenue H, Houston, TX 77011",1075.0,5000.0,237770.0,77011
35129801,"6826 Avenue C, Houston, TX 77011",1956.0,5750.0,235000.0,77011
89121106,"6918 Avenue O, Houston, TX 77011",0.0,0,230000.0,77011
69638119,"6920 Avenue O, Houston, TX 77011",0.0,0,230000.0,77011
94183535,"5402 Texas Street, Houston, TX 77011",1096.0,4851.0,230000.0,77011
54623431,"6629 Harrisburg Boulevard, Houston, TX 77011",0.0,0,229500.0,77011
61026760,"6602 Avenue R, Houston, TX 77011",2132.0,5645.0,225000.0,77011
29410016,"7209 Avenue K, Houston, TX 77011",920.0,5000.0,220000.0,77011
77523603,"1106 E Hedrick, Houston, TX 77011",1440.0,1987.0,219900.0,77011
11384759,"7104 Avenue N, Houston, TX 77011",1004.0,5000.0,210000.0,77011
73295465,"7347 Rusk Street, Houston, TX 77011",1124.0,5000.0,199000.0,77011
48179783,"219 Super St Street, Houston, TX 77011",0.0,3861.0,197000.0,77011
40386312,"7042 Ave Q, Houston, TX 77011",0.0,0,191000.0,77011
1008896,"6739 Avenue O, Houston, TX 77011",1087.0,3675.0,189990.0,77011
79137378,"1308 71st Street, Houston, TX 77011",1101.0,5000.0,185000.0,77011
82608469,"7414 Canal Street, Houston, TX 77011",1020.0,6250.0,175000.0,77011
25087796,"7402 Navigation Boulevard, Houston, TX 77011",1500.0,5000.0,175000.0,77011
72528054,"6924 Avenue O, Houston, TX 77011",1444.0,5000.0,170000.0,77011
66344058,"6716 Avenue R, Houston, TX 77011",0.0,0,165000.0,77011
60196948,"120 N Adams Street, Houston, TX 77011",0.0,0,160000.0,77011
24475298,"7039 Avenue E, Houston, TX 77011",1029.0,3675.0,159000.0,77011
92455736,"911 75th 75th Street, Houston, TX 77011",1540.0,2350.0,135000.0,77011
49987386,"7236 Avenue E E, Houston, TX 77011",0.0,0,115000.0,77011
29858186,"7226 Avenue E E, Houston, TX 77011",0.0,0,73500.0,77011
38736608,"907 75th Street, Houston, TX 77011",0.0,0,72000.0,77011
67713114,"7707 Glover Street, Houston, TX 77012",7136.0,15000.0,990000.0,77012
94741311,"7710 Bowie Street, Houston, TX 77012",0.0,0,699000.0,77012
32644955,"2314 Berkley Street, Houston, TX 77012",2491.0,30030.0,347500.0,77012
2865658,"112 Dresden Street, Houston, TX 77012",1409.0,5000.0,287000.0,77012
31598424,"8416 La Porte Road, Houston, TX 77012",1420.0,5000.0,279900.0,77012
88642754,"7834 Sherman Street, Houston, TX 77012",1412.0,7500.0,279900.0,77012
55735656,"7920 Brumblay Street, Houston, TX 77012",1516.0,5000.0,265000.0,77012
95604386,"7202 Linden Street, Houston, TX 77012",2002.0,6450.0,260000.0,77012
58479514,"7942 Avenue F, Houston, TX 77012",1767.0,2500.0,250000.0,77012
10289362,"1310 Roosevelt Street, Houston, TX 77012",0.0,0,225000.0,77012
47303503,"8819 Leander Street, Houston, TX 77012",1573.0,10000.0,225000.0,77012
54186486,"7927 E Narcissus St, Houston, TX 77012",1803.0,5000.0,205000.0,77012
20431725,"0 Lawndale, Houston, TX 77012",0.0,0,200000.0,77012
23052421,"7934 Sherman Street, Houston, TX 77012",0.0,0,199998.0,77012
24738988,"2624 Metcalf Street, Houston, TX 77012",1492.0,21100.0,195000.0,77012
56254292,"7632 Navigation Boulevard, Houston, TX 77012",0.0,0,189000.0,77012
45856631,"7823 Glover Street, Houston, TX 77012",1015.0,5000.0,185000.0,77012
47375489,"185 Woodvale Street, Houston, TX 77012",846.0,5500.0,180000.0,77012
67584009,"7910 Sarita Street, Houston, TX 77012",1452.0,6000.0,179900.0,77012
39613340,"9319 E Avenue K, Houston, TX 77012",954.0,5000.0,179000.0,77012
78685215,"304 79th Street, Houston, TX 77012",770.0,5000.0,175000.0,77012
10607379,"7842 Ford Street, Houston, TX 77012",1410.0,5000.0,160000.0,77012
50322012,"107 Kemton Street, Houston, TX 77012",1152.0,5000.0,159900.0,77012
48214417,"9344 E Avenue L, Houston, TX 77012",836.0,5800.0,159000.0,77012
72244444,"9412 E Avenue K, Houston, TX 77012",1051.0,7500.0,150000.0,77012
55122958,"8017 Avenue E, Houston, TX 77012",1064.0,5000.0,150000.0,77012
93009666,"9301 E Avenue N, Houston, TX 77012",546.0,5000.0,135000.0,77012
87926529,"7930 Harrisburg blvd, Houston, TX 77012",0.0,0,125000.0,77012
8973894,"7920 Harrisburg blvd, Houston, TX 77012",1428.0,7000.0,125000.0,77012
14914762,"7918 Harrisburg Blvd, Houston, TX 77012",2742.0,7000.0,125000.0,77012
67346390,"7931 Sherman Street, Houston, TX 77012",1686.0,5000.0,115000.0,77012
39342493,"7903 Cypress Street, Houston, TX 77012",1062.0,10667.0,100000.0,77012
35950616,"7939 Sarita Street 35/36, Houston, TX 77012",650.0,54953.0,100000.0,77012
46246451,"7709 Avenue L, Houston, TX 77012",1528.0,3782.0,98000.0,77012
79692141,"0 95th Street, Houston, TX 77012",0.0,0,79500.0,77012
37248796,"0 Dayton, Houston, TX 77012",0.0,0,79000.0,77012
11383926,"0 Bisbee Street, Houston, TX 77012",0.0,0,70000.0,77012
32136430,"0 Avenue O, Houston, TX 77012",0.0,0,68000.0,77012
35210489,"7731 Avenue I Avenue, Houston, TX 77012",0.0,0,54500.0,77012
57354401,"00 Lawndale, Houston, TX 77012",0.0,0,49000.0,77012
43801717,"4722 W O S T Drive, Houston, TX 77013",1288.0,9000.0,550000.0,77013
45759579,"12842 Tammarack Drive, Houston, TX 77013",2477.0,11900.0,305000.0,77013
50457501,"10810 Evangeline Drive, Houston, TX 77013",2275.0,10824.0,288000.0,77013
72026429,"10130 Fleming Drive, Houston, TX 77013",1318.0,7320.0,230000.0,77013
80931886,"12839 Eastbrook Drive, Houston, TX 77013",1604.0,9348.0,214000.0,77013
60285212,"11214 Gloria Drive, Houston, TX 77013",1422.0,10956.0,198000.0,77013
87833139,"10713 Valencia Drive, Houston, TX 77013",1391.0,7455.0,195000.0,77013
81359507,"902 Centerwood Drive, Houston, TX 77013",1299.0,0,185000.0,77013
71440933,"9615 Rafael Street, Houston, TX 77013",1368.0,6270.0,169500.0,77013
75998597,"94 Dattner Road, Houston, TX 77013",2200.0,11250.0,160000.0,77013
52029432,"12518 Church Road, Houston, TX 77013",1326.0,19125.0,130000.0,77013
6554091,"11101 Evangeline Drive, Houston, TX 77013",1287.0,15725.0,94900.0,77013
4799287,"0 Fleming Drive, Houston, TX 77013",0.0,0,60000.0,77013
50691553,"0 Evangeline Drive, Houston, TX 77013",0.0,0,59900.0,77013
27221070,"12305 Nola Court, Houston, TX 77013",0.0,0,55000.0,77013
74952460,"0000 TC Jester Boulevard, Houston, TX 77014",0.0,0,3253587.0,77014
97884514,"14341 Ella Boulevard, Houston, TX 77014",0.0,0,938900.0,77014
63195407,"0 - T C Jester Blvd, Houston, TX 77014",0.0,0,875000.0,77014
20003015,"15002 Welcome Lane, Houston, TX 77014",3200.0,0,650000.0,77014
16460051,"0 Ella Boulevard, Houston, TX 77014",0.0,0,470000.0,77014
55248258,"0 April Wind Dr, Houston, TX 77014",0.0,0,350000.0,77014
12505364,"12711 Porter Meadow Lane, Houston, TX 77014",3456.0,8706.0,310000.0,77014
18857787,"3802 Kristin Lee Lane, Houston, TX 77014",3052.0,6600.0,299000.0,77014
26969127,"12314 Forstall Drive, Houston, TX 77014",3081.0,6489.0,287000.0,77014
19955587,"13770 Stabledon Drive, Houston, TX 77014",2539.0,6300.0,279900.0,77014
39394132,"4255 Bridledon Lane, Houston, TX 77014",2584.0,6050.0,278000.0,77014
29448802,"14726 Treborway Drive, Houston, TX 77014",2714.0,7475.0,275000.0,77014
69015497,"4111 Bridledon Lane, Houston, TX 77014",2286.0,7063.0,259950.0,77014
17573609,"4102 Sablemist Court, Houston, TX 77014",1888.0,9775.0,250000.0,77014
84329589,"14310 Pheasant Hill Drive, Houston, TX 77014",2463.0,7705.0,250000.0,77014
52753595,"13114 Beechdale Court, Houston, TX 77014",2501.0,9678.0,249900.0,77014
46582928,"1702 Thornhollow Drive, Houston, TX 77014",2190.0,4441.0,249900.0,77014
85907584,"13759 Sableridge Drive, Houston, TX 77014",2230.0,6600.0,242900.0,77014
16621253,"12922 Schiller Park Lane, Houston, TX 77014",1879.0,6331.0,240000.0,77014
11337810,"12623 Caldwell Canyon Lane, Houston, TX 77014",2388.0,6858.0,240000.0,77014
51687136,"1539 Ridgebriar Drive, Houston, TX 77014",2468.0,5200.0,228788.0,77014
77952532,"1611 Kriswood Drive, Houston, TX 77014",1844.0,6938.0,225000.0,77014
11371074,"14314 Mirkwood Lane, Houston, TX 77014",1683.0,2660.0,220000.0,77014
12713357,"15719 Kiplands Bend Drive, Houston, TX 77014",2061.0,3675.0,220000.0,77014
65049935,"1611 Rushworth Drive, Houston, TX 77014",2164.0,5250.0,220000.0,77014
26921907,"2723 Chatford Hollow Lane, Houston, TX 77014",1714.0,5833.0,215000.0,77014
78980967,"2831 Hackamore Hollow Lane, Houston, TX 77014",1461.0,2799.0,210000.0,77014
89569431,"2927 Hackamore Hollow Lane, Houston, TX 77014",1461.0,2799.0,209995.0,77014
7393105,"1639 Bonnyton Lane, Houston, TX 77014",1333.0,4400.0,199990.0,77014
86423124,"1635 Ridgebriar Drive, Houston, TX 77014",1808.0,6713.0,199900.0,77014
49620496,"1211 Clear Valley Drive, Houston, TX 77014",1754.0,8680.0,193000.0,77014
9644685,"13923 Marners Court, Houston, TX 77014",1339.0,4950.0,190000.0,77014
46284991,"14418 Mooreview Lane, Houston, TX 77014",1687.0,3960.0,190000.0,77014
70241615,"15451 Bammel Oaks Court, Houston, TX 77014",1356.0,3347.0,185000.0,77014
93150129,"14311 Melody Glen Lane, Houston, TX 77014",1636.0,2855.0,185000.0,77014
98324511,"15510 Kiplands Bend Drive, Houston, TX 77014",1467.0,3077.0,180000.0,77014
92865522,"3810 Pintan Lane, Houston, TX 77014",1088.0,4400.0,175000.0,77014
63392027,"14442 Mooreview Lane, Houston, TX 77014",1687.0,0,175000.0,77014
88860078,"13808 Sableglen Street, Houston, TX 77014",1377.0,7316.0,175000.0,77014
53769334,"2923 Hackamore Hollow Lane, Houston, TX 77014",1683.0,2799.0,174900.0,77014
43692233,"14302 Melody Glen Lane, Houston, TX 77014",1636.0,4973.0,170000.0,77014
7762564,"2719 Hackamore Hollow Lane, Houston, TX 77014",1510.0,2953.0,155000.0,77014
70053752,"3770 Lovers Wood Lane #901, Houston, TX 77014",909.0,104940.0,98500.0,77014
18558353,"3770 Lovers Wood Lane #1004, Houston, TX 77014",651.0,104940.0,79900.0,77014
2844439,"3770 Lovers Wood Lane #607, Houston, TX 77014",651.0,104940.0,73500.0,77014
91783996,"14307 East Freeway, Houston, TX 77015",5760.0,0,925000.0,77015
81713011,"12630 Market Street Road, Houston, TX 77015",0.0,0,760000.0,77015
90959513,"12332 Market Street Road, Houston, TX 77015",7120.0,16849.0,600000.0,77015
44087662,"12961 Greens Bayou Street, Houston, TX 77015",2299.0,0,525000.0,77015
41284588,"0 Province Point Drive, Houston, TX 77015",0.0,0,475000.0,77015
70245388,"13529 Granada Street, Houston, TX 77015",2462.0,9660.0,393000.0,77015
26658768,"1430 W Victorson Street, Houston, TX 77015",8000.0,13729.0,385000.0,77015
37939360,"13915 Brownsville Street, Houston, TX 77015",2572.0,10500.0,375000.0,77015
51891773,"14110 Brownsville Street, Houston, TX 77015",2947.0,12600.0,334900.0,77015
3819002,"1434 Castle Glen Drive, Houston, TX 77015",3498.0,6300.0,295000.0,77015
43590037,"13366 Oak Leaf Lane, Houston, TX 77015",2646.0,8050.0,279999.0,77015
17502467,"242 Wickhamford Way, Houston, TX 77015",2556.0,0,279000.0,77015
18339076,"411 Sevenhampton Lane, Houston, TX 77015",2863.0,7245.0,269000.0,77015
61315134,"12901 Mcnair Street, Houston, TX 77015",0.0,0,265000.0,77015
6283968,"361 Freeport Street, Houston, TX 77015",2274.0,8856.0,265000.0,77015
38006078,"13818 Hershe Street C, Houston, TX 77015",1040.0,5250.0,260000.0,77015
90412184,"226 Holyhead Drive, Houston, TX 77015",2064.0,7514.0,250000.0,77015
72699562,"334 Stonehenge Lane, Houston, TX 77015",2338.0,10800.0,249900.0,77015
89497557,"13414 Granada Street, Houston, TX 77015",968.0,8102.0,249900.0,77015
46703860,"13102 Corpus Christi, Houston, TX 77015",2778.0,9625.0,249000.0,77015
63265774,"12434 Chalmette Street, Houston, TX 77015",2212.0,6600.0,245000.0,77015
76918194,"13029 Orleans Street, Houston, TX 77015",1484.0,8400.0,245000.0,77015
13102040,"434 Castlebar Court, Houston, TX 77015",1657.0,8436.0,235000.0,77015
28995936,"119 Elfwood Court, Houston, TX 77015",1843.0,6300.0,231000.0,77015
82850177,"13907 Foxford Way, Houston, TX 77015",1746.0,7820.0,230000.0,77015
4393299,"14527 Wadebridge Way, Houston, TX 77015",1656.0,8040.0,229900.0,77015
91452511,"514 Chambly Drive, Houston, TX 77015",1641.0,9882.0,229000.0,77015
88698459,"311 Edgeton Court, Houston, TX 77015",1669.0,7370.0,228900.0,77015
50690358,"13911 Woodforest Boulevard, Houston, TX 77015",2260.0,9708.0,225000.0,77015
72176070,"13521 Peoria Street, Houston, TX 77015",2378.0,9588.0,224900.0,77015
25063612,"203 Sevenhampton Lane, Houston, TX 77015",2822.0,7513.0,219999.0,77015
32618944,"235 Black Rock Road, Houston, TX 77015",1742.0,7296.0,219950.0,77015
20030087,"155 White Cedar Street, Houston, TX 77015",1591.0,7440.0,215999.0,77015
20206216,"13221 Rockglen Street, Houston, TX 77015",1206.0,10513.0,215000.0,77015
85234660,"12738 La Grove Lane, Houston, TX 77015",1641.0,8000.0,210000.0,77015
